-6.55376,1.58697
5.51146,-0.236097
4.78626,3.56565
-0.849581,-9.00766
6.06603,-7.06903
-2.312,-9.42568
4.98641,3.36825
-8.74348,2.18394
-0.91571,7.35591
-8.09568,3.77513
6.00424,3.82053
8.06946,3.62594
-5.3512,-7.18644
-4.91395,6.27413
0.0702951,-3.8955
8.16189,-0.585172
4.95907,-0.768529
1.73871,3.69332
3.31794,-2.67862
0.521995,7.90985
4.6418,-4.52836
-7.88834,-2.80548
-4.40823,2.60588
9.23121,-2.51791
9.81287,-1.11342
7.12594,-3.02764
-1.07901,-5.08304
-1.66909,-7.1738
-4.08388,4.59069
-6.92449,2.4723
4.33271,-7.58827
2.23029,1.32264
1.98591,-5.90875
-8.97902,-1.73646
9.09644,2.48449
-5.14305,6.44317
6.49062,0.130787
-7.24431,0.209196
2.65384,6.90845
-1.17921,5.98438
3.50267,8.93795
-6.17324,-0.902087
-1.70568,-5.74543
-4.7708,-4.34836
6.91551,1.82085
-2.17406,-8.77237
-6.87928,3.06193
-8.86396,-2.10294
4.72511,-1.22984
-7.41091,-5.59557
-6.12318,6.63049
-5.76364,-6.27442
6.80497,6.21592
1.13195,6.46442
-5.56896,-5.00461
7.50667,-1.59858
4.2638,8.31167
1.85587,8.73933
5.76293,0.840979
-4.36533,-2.46739
0.918452,3.93317
-2.67121,-8.82712
-5.11197,-7.94289
3.34216,-0.0471149
0.301688,5.79786
-6.73625,0.74035
2.5072,7.72756
-1.88136,9.67104
-5.04387,-3.20655
7.01282,4.3643
6.52256,-3.53155
1.32373,-4.79527
2.36919,-7.0667
-3.34226,-4.13582
-0.700549,4.39487
-1.01856,8.10686
2.47546,7.48763
-0.633713,7.99863
4.12758,-1.85473
4.78176,-3.55721
-5.36812,2.2241
4.88217,1.21805
1.23931,-1.49157
-4.55529,-5.51762
-1.31587,7.3698
-9.14441,-2.89147
4.59715,-7.99516
-5.47687,-1.16761
8.18841,-1.48716
-2.23674,-1.47795
-0.516426,-2.69046
3.46171,4.83082
4.5664,7.95582
-8.87742,-2.85645
3.9671,-6.68689
4.44429,-0.270711
0.376361,-8.86741
5.64791,-4.17404
0.214186,8.78941
3.30864,-3.24521
-3.50119,-1.20188
-3.4479,3.30773
7.90943,0.17532
3.22896,3.94474
3.64453,4.03943
-7.19652,-2.10033
0.869578,-7.67484
1.0227,-9.94038
6.79708,0.26521
-1.38323,-6.68309
-8.66461,4.91668
-1.77248,-1.45253
-2.494,-6.1744
3.27934,-8.02608
2.88739,3.05692
-5.74366,-2.77384
4.8948,3.95497
4.80437,-3.65041
0.781021,8.99574
-1.15499,-8.24773
5.8316,-2.0929
7.68423,5.01413
2.41249,7.00251
-0.349478,3.32478
-0.513084,-0.633067
1.48854,4.01625
2.23002,-0.077069
2.06098,5.23862
4.00956,-4.63588
0.857717,-3.34524
-3.76497,0.50056
-1.25654,-8.68001
-7.99423,-1.2184
4.49403,-2.5659
6.87105,-1.37671
5.059,-2.08172
-7.75886,3.40812
6.30984,-2.72091
6.86191,2.34648
4.54156,-6.93671
6.30378,6.5403
0.890687,-0.136251
-6.91508,-0.723437
3.43598,-7.88307
-2.5355,1.57689
-2.36578,4.80638
-3.93116,-3.17333
-2.79326,-1.70079
-0.581692,-4.61647
6.80152,1.84691
-4.33183,6.48878
-1.53141,6.89708
4.80951,6.53372
-5.87837,7.32858
2.50311,-7.94823
-3.71816,4.58266
7.67121,-4.17786
1.78988,2.50934
1.58569,1.44053
1.63244,-1.98676
4.78756,-5.41829
0.936851,-6.81822
5.10521,0.0562278
6.94018,1.63931
-5.4974,-8.26755
5.33526,-0.426943
4.23283,-4.3521
-5.94926,-5.83929
4.94373,-1.71638
7.67878,2.04615
-3.36884,-4.59962
-8.22101,-5.34002
-0.837243,1.9348
-4.60144,7.65926
7.02193,-2.84857
-0.889697,5.35524
2.6229,-0.695073
7.29889,6.55674
