8.04214,-4.22731
-9.52109,3.45753
9.79149,3.88711
-3.77386,1.03889
5.3436,-4.63296
-2.43132,-0.613954
-5.57337,-1.25629
-5.1948,-1.68086
8.04761,-1.3838
-3.95066,-4.63013
7.41294,1.8875
-5.27007,-0.673466
8.5677,-0.971169
9.63411,2.88677
-0.431082,-1.33783
4.70262,1.92488
-4.4269,-4.33536
-1.0385,3.76106
7.57598,3.92763
3.47067,0.806684
-4.56289,-3.53311
-6.04052,1.20074
-7.98054,2.70944
-4.74437,-3.47269
-2.94135,4.77723
-1.79616,3.43873
-5.3518,-4.98868
7.57498,-0.232889
5.39117,-0.760219
-7.77642,-4.07839
9.0771,-0.129335
2.78899,3.54331
9.18602,-0.76446
2.52221,-4.86971
0.511945,-4.24163
3.83033,3.10551
3.84318,3.41736
-5.57245,0.142539
-0.652477,3.00709
5.40243,2.80505
-7.67285,-1.44591
0.466202,-1.02091
7.85028,0.985772
8.1971,-3.79725
4.22778,-1.63053
3.83816,-2.67124
8.17642,2.50082
0.0791327,3.98359
2.3115,-3.07153
-9.92248,-0.810496
-7.51504,3.50184
-5.1476,4.98737
2.98405,0.793178
-1.01476,0.833256
-5.04102,-4.861
-7.45265,-1.64322
-2.89459,1.2866
5.98484,-4.37462
-6.42438,2.90715
6.68412,-3.10584
5.08415,-0.23041
-5.16717,4.6613
-0.343368,0.968692
-3.00365,4.90315
6.42733,-1.64133
5.15359,-0.164731
1.68635,4.21377
2.4615,1.83188
8.724,-4.45843
2.68202,-1.41873
5.32142,-2.78167
8.90899,-0.619512
-5.77495,3.18404
-3.32872,4.20234
-2.0131,-0.457969
-2.33591,-3.09429
6.28871,2.65287
-0.265136,2.69817
9.58657,3.29182
3.60299,-3.74219
-2.90541,4.73556
7.6747,-0.831733
7.15322,-1.63066
-4.98159,-1.213
-4.75157,0.0812003
-0.0859198,1.31194
8.58597,1.25522
-9.07268,-2.8079
9.36235,-3.03553
7.44856,3.90243
7.97364,1.35119
-0.0478211,3.17961
